Plaza ID,Date,Hour,Direction,# Vehicles - E-ZPass,# Vehicles - VToll
5,2017-03-10,22,O,141,32
5,2017-03-10,23,I,224,31
5,2017-03-10,23,O,124,29
5,2017-03-09,0,I,94,12
5,2017-03-09,0,O,28,8
5,2017-03-09,1,I,37,6
5,2017-03-09,1,O,19,4
5,2017-03-09,2,I,25,5
5,2017-03-09,2,O,15,3
5,2017-03-09,3,I,18,5
5,2017-03-09,3,O,19,4
5,2017-03-09,4,I,26,3
5,2017-03-09,4,O,75,5
5,2017-03-09,5,I,114,16
5,2017-03-09,5,O,332,23
5,2017-03-09,6,I,285,39
5,2017-03-09,6,O,1040,57
5,2017-03-09,7,I,407,53
5,2017-03-09,7,O,1575,87
5,2017-03-09,8,I,390,57
5,2017-03-09,8,O,1007,75
5,2017-03-09,9,I,327,51
5,2017-03-09,9,O,547,38
5,2017-03-09,10,I,306,36
5,2017-03-09,10,O,686,59
5,2017-03-09,11,I,357,40
5,2017-03-09,11,O,453,67
5,2017-03-09,12,I,418,54
5,2017-03-09,12,O,485,64
5,2017-03-09,13,I,419,26
5,2017-03-09,13,O,534,62
5,2017-03-09,14,I,592,60
5,2017-03-09,14,O,505,66
5,2017-03-09,15,I,874,76
5,2017-03-09,15,O,609,77
5,2017-03-09,16,I,896,75
5,2017-03-09,16,O,612,63
5,2017-03-09,17,I,1087,95
5,2017-03-09,17,O,495,96
5,2017-03-09,18,I,1062,72
5,2017-03-09,18,O,443,45
5,2017-03-09,19,I,899,50
5,2017-03-09,19,O,308,40
5,2017-03-09,20,I,640,39
5,2017-03-09,20,O,228,37
5,2017-03-09,21,I,466,38
5,2017-03-09,21,O,175,31
5,2017-03-09,22,I,4,0
5,2017-03-09,22,O,93,16
5,2017-03-09,23,I,0,0
5,2017-03-09,23,O,75,21
5,2017-03-08,0,I,73,7
5,2017-03-08,0,O,25,7
5,2017-03-08,1,I,38,5
5,2017-03-08,1,O,25,4
5,2017-03-08,2,I,26,4
5,2017-03-08,2,O,20,1
5,2017-03-08,3,I,17,4
5,2017-03-08,3,O,24,8
5,2017-03-08,4,I,29,4
5,2017-03-08,4,O,64,2
5,2017-03-08,5,I,101,18
5,2017-03-08,5,O,358,22
5,2017-03-08,6,I,309,37
5,2017-03-08,6,O,1015,49
5,2017-03-08,7,I,424,55
5,2017-03-08,7,O,1561,76
5,2017-03-08,8,I,383,64
5,2017-03-08,8,O,1112,86
5,2017-03-08,9,I,342,57
5,2017-03-08,9,O,698,46
5,2017-03-08,10,I,320,39
5,2017-03-08,10,O,490,49
5,2017-03-08,11,I,315,35
5,2017-03-08,11,O,554,32
5,2017-03-08,12,I,356,42
5,2017-03-08,12,O,461,43
5,2017-03-08,13,I,412,27
5,2017-03-08,13,O,494,53
5,2017-03-08,14,I,643,49
5,2017-03-08,14,O,516,61
5,2017-03-08,15,I,946,77
5,2017-03-08,15,O,628,63
5,2017-03-08,16,I,955,68
5,2017-03-08,16,O,557,67
5,2017-03-08,17,I,1076,89
5,2017-03-08,17,O,551,63
5,2017-03-08,18,I,1060,66
5,2017-03-08,18,O,435,66
5,2017-03-08,19,I,762,58
5,2017-03-08,19,O,334,48
5,2017-03-08,20,I,561,39
5,2017-03-08,20,O,210,35
5,2017-03-08,21,I,396,37
5,2017-03-08,21,O,147,26
5,2017-03-08,22,I,234,18
5,2017-03-08,22,O,133,23
5,2017-03-08,23,I,145,11
5,2017-03-08,23,O,85,25
5,2017-03-07,0,I,0,0
5,2017-03-07,0,O,25,7
5,2017-03-07,1,I,0,0
5,2017-03-07,1,O,20,1
5,2017-03-07,2,I,8,1
5,2017-03-07,2,O,21,6
5,2017-03-07,3,I,15,2
5,2017-03-07,3,O,21,2
5,2017-03-07,4,I,21,0
5,2017-03-07,4,O,58,3
5,2017-03-07,5,I,108,13
5,2017-03-07,5,O,352,19
5,2017-03-07,6,I,324,36
5,2017-03-07,6,O,1091,39
5,2017-03-07,7,I,407,45
5,2017-03-07,7,O,1513,90
5,2017-03-07,8,I,417,53
5,2017-03-07,8,O,1052,82
5,2017-03-07,9,I,325,45
5,2017-03-07,9,O,652,45
5,2017-03-07,10,I,350,37
5,2017-03-07,10,O,519,54
5,2017-03-07,11,I,311,40
5,2017-03-07,11,O,437,41
5,2017-03-07,12,I,350,44
5,2017-03-07,12,O,443,50
5,2017-03-07,13,I,364,34
5,2017-03-07,13,O,486,45
5,2017-03-07,14,I,577,44
5,2017-03-07,14,O,438,48
5,2017-03-07,15,I,827,59
5,2017-03-07,15,O,540,66
5,2017-03-07,16,I,1118,63
5,2017-03-07,16,O,585,55
5,2017-03-07,17,I,975,66
5,2017-03-07,17,O,585,64
5,2017-03-07,18,I,912,58
5,2017-03-07,18,O,419,46
5,2017-03-07,19,I,653,52
5,2017-03-07,19,O,277,52
5,2017-03-07,20,I,526,29
5,2017-03-07,20,O,165,37
5,2017-03-07,21,I,422,39
5,2017-03-07,21,O,153,28
5,2017-03-07,22,I,201,22
5,2017-03-07,22,O,96,26
5,2017-03-07,23,I,110,16
5,2017-03-07,23,O,100,24
5,2017-03-06,0,I,73,8
5,2017-03-06,0,O,32,10
5,2017-03-06,1,I,28,6
5,2017-03-06,1,O,18,5
5,2017-03-06,2,I,18,2
5,2017-03-06,2,O,14,4
5,2017-03-06,3,I,16,5
5,2017-03-06,3,O,25,9
5,2017-03-06,4,I,26,8
5,2017-03-06,4,O,69,5
5,2017-03-06,5,I,89,17
5,2017-03-06,5,O,320,21
5,2017-03-06,6,I,293,32
5,2017-03-06,6,O,865,42
5,2017-03-06,7,I,390,48
5,2017-03-06,7,O,1431,100
5,2017-03-06,8,I,392,54
5,2017-03-06,8,O,1163,78
5,2017-03-06,9,I,348,27
5,2017-03-06,9,O,676,60
5,2017-03-06,10,I,331,27
5,2017-03-06,10,O,483,46
5,2017-03-06,11,I,311,43
5,2017-03-06,11,O,438,44
5,2017-03-06,12,I,344,39
5,2017-03-06,12,O,407,39
5,2017-03-06,13,I,390,42
5,2017-03-06,13,O,397,38
5,2017-03-06,14,I,502,48
5,2017-03-06,14,O,416,48
5,2017-03-06,15,I,740,62
5,2017-03-06,15,O,583,79
5,2017-03-06,16,I,995,67
5,2017-03-06,16,O,523,65
5,2017-03-06,17,I,1171,78
5,2017-03-06,17,O,511,58
5,2017-03-06,18,I,931,57
5,2017-03-06,18,O,404,53
5,2017-03-06,19,I,691,39
5,2017-03-06,19,O,264,25
5,2017-03-06,20,I,467,35
5,2017-03-06,20,O,189,34
5,2017-03-06,21,I,384,36
5,2017-03-06,21,O,145,22
5,2017-03-06,22,I,4,1
5,2017-03-06,22,O,88,17
5,2017-03-06,23,I,0,0
5,2017-03-06,23,O,62,12
5,2017-03-05,0,I,170,27
5,2017-03-05,0,O,115,25
5,2017-03-05,1,I,119,19
5,2017-03-05,1,O,72,9
5,2017-03-05,2,I,64,11
5,2017-03-05,2,O,35,15
5,2017-03-05,3,I,43,6
5,2017-03-05,3,O,31,10
5,2017-03-05,4,I,36,6
5,2017-03-05,4,O,29,4
5,2017-03-05,5,I,27,8
5,2017-03-05,5,O,65,10
5,2017-03-05,6,I,74,12
5,2017-03-05,6,O,151,14
5,2017-03-05,7,I,100,17
5,2017-03-05,7,O,247,19
5,2017-03-05,8,I,146,20
5,2017-03-05,8,O,320,34
5,2017-03-05,9,I,223,35
5,2017-03-05,9,O,395,36
5,2017-03-05,10,I,281,26
5,2017-03-05,10,O,505,51
5,2017-03-05,11,I,361,39
5,2017-03-05,11,O,566,53
5,2017-03-05,12,I,432,54
5,2017-03-05,12,O,510,56
5,2017-03-05,13,I,558,60
5,2017-03-05,13,O,506,45
5,2017-03-05,14,I,572,65
5,2017-03-05,14,O,485,53
5,2017-03-05,15,I,541,56
5,2017-03-05,15,O,458,54
5,2017-03-05,16,I,599,70
5,2017-03-05,16,O,467,58
5,2017-03-05,17,I,510,56
5,2017-03-05,17,O,330,69
5,2017-03-05,18,I,492,55
5,2017-03-05,18,O,352,46
5,2017-03-05,19,I,593,79
5,2017-03-05,19,O,263,38
5,2017-03-05,20,I,321,37
5,2017-03-05,20,O,188,39
5,2017-03-05,21,I,264,34
5,2017-03-05,21,O,137,37
5,2017-03-05,22,I,158,21
5,2017-03-05,22,O,96,21
5,2017-03-05,23,I,82,19
5,2017-03-05,23,O,76,20
5,2017-03-04,0,I,139,16
5,2017-03-04,0,O,68,15
5,2017-03-04,1,I,76,13
5,2017-03-04,1,O,35,12
5,2017-03-04,2,I,52,7
5,2017-03-04,2,O,32,13
5,2017-03-04,3,I,27,11
5,2017-03-04,3,O,23,7
5,2017-03-04,4,I,32,6
5,2017-03-04,4,O,42,2
5,2017-03-04,5,I,47,11
5,2017-03-04,5,O,128,11
5,2017-03-04,6,I,110,13
5,2017-03-04,6,O,204,24
5,2017-03-04,7,I,184,36
5,2017-03-04,7,O,326,48
5,2017-03-04,8,I,244,48
5,2017-03-04,8,O,415,41
5,2017-03-04,9,I,301,28
5,2017-03-04,9,O,474,36
5,2017-03-04,10,I,467,57
5,2017-03-04,10,O,473,66
5,2017-03-04,11,I,650,79
5,2017-03-04,11,O,499,36
5,2017-03-04,12,I,680,107
5,2017-03-04,12,O,478,61
5,2017-03-04,13,I,512,63
5,2017-03-04,13,O,455,51
5,2017-03-04,14,I,492,56
5,2017-03-04,14,O,448,80
5,2017-03-04,15,I,533,60
5,2017-03-04,15,O,507,87
5,2017-03-04,16,I,449,61
5,2017-03-04,16,O,493,65
5,2017-03-04,17,I,452,47
5,2017-03-04,17,O,440,65
5,2017-03-04,18,I,408,62
5,2017-03-04,18,O,439,67
5,2017-03-04,19,I,377,70
5,2017-03-04,19,O,368,51
5,2017-03-04,20,I,312,44
5,2017-03-04,20,O,316,65
5,2017-03-04,21,I,293,45
5,2017-03-04,21,O,230,48
5,2017-03-04,22,I,251,35
5,2017-03-04,22,O,215,51
5,2017-03-04,23,I,219,34
5,2017-03-04,23,O,171,43
5,2017-03-03,0,I,0,0
5,2017-03-03,0,O,30,6
5,2017-03-03,1,I,0,0
5,2017-03-03,1,O,20,10
5,2017-03-03,2,I,0,0
5,2017-03-03,2,O,20,3
5,2017-03-03,3,I,0,0
5,2017-03-03,3,O,16,3
5,2017-03-03,4,I,0,0
5,2017-03-03,4,O,47,5
5,2017-03-03,5,I,118,12
5,2017-03-03,5,O,342,22
5,2017-03-03,6,I,352,43
5,2017-03-03,6,O,908,38
5,2017-03-03,7,I,323,43
5,2017-03-03,7,O,1439,77
5,2017-03-03,8,I,374,55
5,2017-03-03,8,O,941,80
5,2017-03-03,9,I,417,58
5,2017-03-03,9,O,622,49
5,2017-03-03,10,I,370,44
5,2017-03-03,10,O,542,49
5,2017-03-03,11,I,355,35
5,2017-03-03,11,O,466,65
5,2017-03-03,12,I,403,39
5,2017-03-03,12,O,532,59
5,2017-03-03,13,I,490,41
5,2017-03-03,13,O,556,50
5,2017-03-03,14,I,857,70
5,2017-03-03,14,O,593,65
5,2017-03-03,15,I,1152,89
5,2017-03-03,15,O,668,89
5,2017-03-03,16,I,1019,80
5,2017-03-03,16,O,559,91
5,2017-03-03,17,I,913,82
5,2017-03-03,17,O,496,68
5,2017-03-03,18,I,745,60
5,2017-03-03,18,O,485,54
5,2017-03-03,19,I,567,58
5,2017-03-03,19,O,344,34
5,2017-03-03,20,I,481,36
5,2017-03-03,20,O,224,34
5,2017-03-03,21,I,428,30
5,2017-03-03,21,O,167,38
5,2017-03-03,22,I,285,32
5,2017-03-03,22,O,141,33
5,2017-03-03,23,I,187,20
5,2017-03-03,23,O,96,28
5,2017-03-02,0,I,39,10
5,2017-03-02,0,O,27,10
5,2017-03-02,1,I,18,4
5,2017-03-02,1,O,23,9
5,2017-03-02,2,I,14,1
5,2017-03-02,2,O,29,5
5,2017-03-02,3,I,14,3
5,2017-03-02,3,O,18,1
5,2017-03-02,4,I,20,3
5,2017-03-02,4,O,71,7
5,2017-03-02,5,I,106,15
5,2017-03-02,5,O,335,19
5,2017-03-02,6,I,302,36
5,2017-03-02,6,O,965,36
5,2017-03-02,7,I,404,56
5,2017-03-02,7,O,1398,57
5,2017-03-02,8,I,378,55
5,2017-03-02,8,O,1123,83
5,2017-03-02,9,I,343,55
5,2017-03-02,9,O,629,51
5,2017-03-02,10,I,303,29
5,2017-03-02,10,O,538,45
5,2017-03-02,11,I,293,26
5,2017-03-02,11,O,434,44
5,2017-03-02,12,I,336,39
5,2017-03-02,12,O,418,54
5,2017-03-02,13,I,396,41
5,2017-03-02,13,O,394,41
5,2017-03-02,14,I,632,57
5,2017-03-02,14,O,503,52
5,2017-03-02,15,I,888,73
5,2017-03-02,15,O,603,77
5,2017-03-02,16,I,961,91
5,2017-03-02,16,O,543,64
5,2017-03-02,17,I,1092,77
5,2017-03-02,17,O,497,74
5,2017-03-02,18,I,992,80
5,2017-03-02,18,O,400,58
5,2017-03-02,19,I,757,54
5,2017-03-02,19,O,297,43
5,2017-03-02,20,I,611,49
5,2017-03-02,20,O,221,29
5,2017-03-02,21,I,422,29
5,2017-03-02,21,O,186,32
5,2017-03-02,22,I,0,0
5,2017-03-02,22,O,93,22
5,2017-03-02,23,I,0,0
5,2017-03-02,23,O,59,15
5,2017-03-01,0,I,0,0
5,2017-03-01,0,O,19,4
5,2017-03-01,1,I,0,0
5,2017-03-01,1,O,21,3
5,2017-03-01,2,I,0,0
5,2017-03-01,2,O,22,0
5,2017-03-01,3,I,8,0
5,2017-03-01,3,O,28,3
5,2017-03-01,4,I,16,2
5,2017-03-01,4,O,59,4
5,2017-03-01,5,I,91,13
5,2017-03-01,5,O,326,25
5,2017-03-01,6,I,320,31
5,2017-03-01,6,O,920,42
5,2017-03-01,7,I,387,55
5,2017-03-01,7,O,1480,78
5,2017-03-01,8,I,399,58
5,2017-03-01,8,O,1084,85
5,2017-03-01,9,I,328,36
5,2017-03-01,9,O,637,41
5,2017-03-01,10,I,304,42
5,2017-03-01,10,O,504,36
5,2017-03-01,11,I,299,41
5,2017-03-01,11,O,443,40
5,2017-03-01,12,I,383,37
5,2017-03-01,12,O,410,46
5,2017-03-01,13,I,382,37
5,2017-03-01,13,O,456,43
5,2017-03-01,14,I,605,39
5,2017-03-01,14,O,479,50
5,2017-03-01,15,I,946,73
5,2017-03-01,15,O,583,62
5,2017-03-01,16,I,954,64
5,2017-03-01,16,O,549,58
5,2017-03-01,17,I,1000,64
5,2017-03-01,17,O,509,73
5,2017-03-01,18,I,926,63
5,2017-03-01,18,O,413,48
5,2017-03-01,19,I,646,43
5,2017-03-01,19,O,287,38
5,2017-03-01,20,I,483,40
5,2017-03-01,20,O,200,34
5,2017-03-01,21,I,403,26
5,2017-03-01,21,O,142,27
5,2017-03-01,22,I,126,18
5,2017-03-01,22,O,99,23
5,2017-03-01,23,I,58,12
5,2017-03-01,23,O,67,23
5,2017-02-28,0,I,0,0
5,2017-02-28,0,O,20,0
5,2017-02-28,1,I,0,0
5,2017-02-28,1,O,17,2
5,2017-02-28,2,I,0,0
5,2017-02-28,2,O,11,2
5,2017-02-28,3,I,0,0
5,2017-02-28,3,O,17,6
5,2017-02-28,4,I,14,1
5,2017-02-28,4,O,68,3
5,2017-02-28,5,I,94,12
5,2017-02-28,5,O,346,29
5,2017-02-28,6,I,308,34
5,2017-02-28,6,O,986,53
5,2017-02-28,7,I,382,47
5,2017-02-28,7,O,1466,90
5,2017-02-28,8,I,392,60
5,2017-02-28,8,O,1010,85
5,2017-02-28,9,I,318,49
5,2017-02-28,9,O,701,39
5,2017-02-28,10,I,283,43
5,2017-02-28,10,O,511,47
5,2017-02-28,11,I,325,42
5,2017-02-28,11,O,422,57
5,2017-02-28,12,I,341,55
5,2017-02-28,12,O,424,42
5,2017-02-28,13,I,407,34
5,2017-02-28,13,O,437,46
5,2017-02-28,14,I,502,41
5,2017-02-28,14,O,522,53
5,2017-02-28,15,I,859,73
5,2017-02-28,15,O,619,68
5,2017-02-28,16,I,1024,68
5,2017-02-28,16,O,505,80
5,2017-02-28,17,I,1012,80
5,2017-02-28,17,O,493,78
5,2017-02-28,18,I,906,55
5,2017-02-28,18,O,370,48
5,2017-02-28,19,I,599,42
5,2017-02-28,19,O,276,28
5,2017-02-28,20,I,475,39
5,2017-02-28,20,O,186,28
5,2017-02-28,21,I,401,25
5,2017-02-28,21,O,142,24
5,2017-02-28,22,I,6,1
5,2017-02-28,22,O,92,11
5,2017-02-28,23,I,0,0
5,2017-02-28,23,O,57,12
5,2017-02-27,0,I,58,12
5,2017-02-27,0,O,39,8
5,2017-02-27,1,I,29,6
5,2017-02-27,1,O,24,6
5,2017-02-27,2,I,16,5
5,2017-02-27,2,O,16,6
5,2017-02-27,3,I,21,1
5,2017-02-27,3,O,21,2
5,2017-02-27,4,I,34,4
5,2017-02-27,4,O,70,5
5,2017-02-27,5,I,92,14
5,2017-02-27,5,O,311,15
5,2017-02-27,6,I,320,37
5,2017-02-27,6,O,943,48
5,2017-02-27,7,I,366,55
5,2017-02-27,7,O,1565,91
5,2017-02-27,8,I,385,54
5,2017-02-27,8,O,1088,77
5,2017-02-27,9,I,325,47
5,2017-02-27,9,O,602,45
5,2017-02-27,10,I,300,44
5,2017-02-27,10,O,476,46
5,2017-02-27,11,I,330,34
5,2017-02-27,11,O,413,40
5,2017-02-27,12,I,343,35
5,2017-02-27,12,O,397,41
5,2017-02-27,13,I,430,35
5,2017-02-27,13,O,416,35
5,2017-02-27,14,I,469,60
5,2017-02-27,14,O,446,46
5,2017-02-27,15,I,826,72
5,2017-02-27,15,O,585,82
5,2017-02-27,16,I,1052,65
5,2017-02-27,16,O,511,57
5,2017-02-27,17,I,974,72
5,2017-02-27,17,O,495,57
5,2017-02-27,18,I,864,55
5,2017-02-27,18,O,396,49
5,2017-02-27,19,I,638,40
5,2017-02-27,19,O,242,32
5,2017-02-27,20,I,414,44
5,2017-02-27,20,O,204,30
5,2017-02-27,21,I,331,31
5,2017-02-27,21,O,146,21
5,2017-02-27,22,I,2,2
5,2017-02-27,22,O,87,18
5,2017-02-27,23,I,0,0
5,2017-02-27,23,O,60,21
5,2017-02-26,0,I,134,26
5,2017-02-26,0,O,68,22
5,2017-02-26,1,I,81,8
5,2017-02-26,1,O,45,22
5,2017-02-26,2,I,60,13
5,2017-02-26,2,O,30,6
5,2017-02-26,3,I,38,12
5,2017-02-26,3,O,25,12
5,2017-02-26,4,I,35,7
5,2017-02-26,4,O,20,3
5,2017-02-26,5,I,34,8
5,2017-02-26,5,O,68,6
5,2017-02-26,6,I,65,23
5,2017-02-26,6,O,148,12
5,2017-02-26,7,I,119,15
5,2017-02-26,7,O,246,28
5,2017-02-26,8,I,150,22
5,2017-02-26,8,O,300,28
5,2017-02-26,9,I,205,28
5,2017-02-26,9,O,433,31
5,2017-02-26,10,I,295,20
5,2017-02-26,10,O,428,37
5,2017-02-26,11,I,340,43
5,2017-02-26,11,O,452,46
5,2017-02-26,12,I,410,38
5,2017-02-26,12,O,482,49
5,2017-02-26,13,I,500,80
5,2017-02-26,13,O,503,58
5,2017-02-26,14,I,616,70
5,2017-02-26,14,O,437,45
5,2017-02-26,15,I,703,99
5,2017-02-26,15,O,422,65
5,2017-02-26,16,I,693,91
5,2017-02-26,16,O,459,69
5,2017-02-26,17,I,603,73
5,2017-02-26,17,O,346,48
5,2017-02-26,18,I,470,62
5,2017-02-26,18,O,299,65
5,2017-02-26,19,I,430,42
5,2017-02-26,19,O,259,42
5,2017-02-26,20,I,326,38
5,2017-02-26,20,O,194,36
5,2017-02-26,21,I,253,31
5,2017-02-26,21,O,152,38
5,2017-02-26,22,I,146,31
5,2017-02-26,22,O,97,31
5,2017-02-26,23,I,108,16
5,2017-02-26,23,O,78,20
5,2017-02-25,0,I,0,0
5,2017-02-25,0,O,38,13
5,2017-02-25,1,I,0,0
5,2017-02-25,1,O,19,4
5,2017-02-25,2,I,0,0
5,2017-02-25,2,O,11,1
5,2017-02-25,3,I,0,0
5,2017-02-25,3,O,12,3
5,2017-02-25,4,I,8,0
5,2017-02-25,4,O,41,5
5,2017-02-25,5,I,56,8
5,2017-02-25,5,O,112,14
5,2017-02-25,6,I,105,24
5,2017-02-25,6,O,207,15
5,2017-02-25,7,I,172,21
5,2017-02-25,7,O,324,31
5,2017-02-25,8,I,218,42
5,2017-02-25,8,O,377,33
5,2017-02-25,9,I,256,39
5,2017-02-25,9,O,437,40
5,2017-02-25,10,I,331,31
5,2017-02-25,10,O,486,39
5,2017-02-25,11,I,412,48
5,2017-02-25,11,O,488,47
5,2017-02-25,12,I,416,71
5,2017-02-25,12,O,478,49
5,2017-02-25,13,I,474,56
5,2017-02-25,13,O,465,69
5,2017-02-25,14,I,527,58
5,2017-02-25,14,O,435,78
5,2017-02-25,15,I,736,85
5,2017-02-25,15,O,441,70
5,2017-02-25,16,I,739,138
5,2017-02-25,16,O,458,71
5,2017-02-25,17,I,639,95
5,2017-02-25,17,O,390,61
5,2017-02-25,18,I,434,62
5,2017-02-25,18,O,336,54
5,2017-02-25,19,I,380,60
5,2017-02-25,19,O,275,43
5,2017-02-25,20,I,352,43
5,2017-02-25,20,O,236,41
5,2017-02-25,21,I,278,32
5,2017-02-25,21,O,197,31
5,2017-02-25,22,I,215,29
5,2017-02-25,22,O,151,37
5,2017-02-25,23,I,197,34
5,2017-02-25,23,O,121,28
5,2017-02-24,0,I,0,0
5,2017-02-24,0,O,26,14
5,2017-02-24,1,I,0,0
5,2017-02-24,1,O,10,3
5,2017-02-24,2,I,0,0
5,2017-02-24,2,O,13,2
5,2017-02-24,3,I,0,0
5,2017-02-24,3,O,28,1
5,2017-02-24,4,I,19,3
5,2017-02-24,4,O,56,2
5,2017-02-24,5,I,102,14
5,2017-02-24,5,O,283,24
5,2017-02-24,6,I,263,29
5,2017-02-24,6,O,582,46
5,2017-02-24,7,I,294,64
5,2017-02-24,7,O,852,70
5,2017-02-24,8,I,342,56
5,2017-02-24,8,O,768,52
5,2017-02-24,9,I,347,41
5,2017-02-24,9,O,636,48
5,2017-02-24,10,I,347,54
5,2017-02-24,10,O,524,48
5,2017-02-24,11,I,418,47
5,2017-02-24,11,O,503,56
5,2017-02-24,12,I,474,51
5,2017-02-24,12,O,473,53
5,2017-02-24,13,I,550,72
5,2017-02-24,13,O,565,54
5,2017-02-24,14,I,646,63
5,2017-02-24,14,O,525,55
5,2017-02-24,15,I,880,103
5,2017-02-24,15,O,581,94
5,2017-02-24,16,I,916,89
5,2017-02-24,16,O,517,71
5,2017-02-24,17,I,790,70
5,2017-02-24,17,O,439,81
5,2017-02-24,18,I,683,81
5,2017-02-24,18,O,364,45
5,2017-02-24,19,I,607,86
5,2017-02-24,19,O,291,45
5,2017-02-24,20,I,363,39
5,2017-02-24,20,O,214,33
5,2017-02-24,21,I,345,36
5,2017-02-24,21,O,195,39
5,2017-02-24,22,I,0,0
5,2017-02-24,22,O,111,27
5,2017-02-24,23,I,0,0
5,2017-02-24,23,O,81,17
5,2017-02-23,0,I,0,0
5,2017-02-23,0,O,23,6
5,2017-02-23,1,I,0,0
5,2017-02-23,1,O,16,3
5,2017-02-23,2,I,0,0
5,2017-02-23,2,O,11,2
5,2017-02-23,3,I,0,0
5,2017-02-23,3,O,11,2
5,2017-02-23,4,I,0,0
5,2017-02-23,4,O,64,3
5,2017-02-23,5,I,92,12
5,2017-02-23,5,O,306,16
5,2017-02-23,6,I,291,37
5,2017-02-23,6,O,603,36
5,2017-02-23,7,I,283,48
5,2017-02-23,7,O,886,60
5,2017-02-23,8,I,334,53
5,2017-02-23,8,O,806,81
5,2017-02-23,9,I,351,43
5,2017-02-23,9,O,709,58
5,2017-02-23,10,I,317,34
5,2017-02-23,10,O,556,46
5,2017-02-23,11,I,304,39
5,2017-02-23,11,O,527,49
5,2017-02-23,12,I,386,32
5,2017-02-23,12,O,510,49
5,2017-02-23,13,I,431,45
5,2017-02-23,13,O,503,62
5,2017-02-23,14,I,504,59
5,2017-02-23,14,O,563,50
5,2017-02-23,15,I,622,75
5,2017-02-23,15,O,567,86
5,2017-02-23,16,I,852,75
5,2017-02-23,16,O,544,59
5,2017-02-23,17,I,823,71
5,2017-02-23,17,O,497,81
5,2017-02-23,18,I,787,53
5,2017-02-23,18,O,392,40
5,2017-02-23,19,I,661,48
5,2017-02-23,19,O,279,34
5,2017-02-23,20,I,495,41
5,2017-02-23,20,O,214,13
5,2017-02-23,21,I,430,40
5,2017-02-23,21,O,187,19
5,2017-02-23,22,I,1,0
5,2017-02-23,22,O,90,12
5,2017-02-23,23,I,0,0
5,2017-02-23,23,O,43,5
5,2017-02-22,0,I,38,12
5,2017-02-22,0,O,27,8
5,2017-02-22,1,I,18,4
5,2017-02-22,1,O,16,3
5,2017-02-22,2,I,12,2
5,2017-02-22,2,O,13,4
5,2017-02-22,3,I,7,3
5,2017-02-22,3,O,18,4
5,2017-02-22,4,I,25,4
5,2017-02-22,4,O,49,2
5,2017-02-22,5,I,89,10
5,2017-02-22,5,O,313,22
5,2017-02-22,6,I,262,36
5,2017-02-22,6,O,637,43
5,2017-02-22,7,I,294,52
5,2017-02-22,7,O,876,58
5,2017-02-22,8,I,324,50
5,2017-02-22,8,O,892,62
5,2017-02-22,9,I,327,35
5,2017-02-22,9,O,648,41
5,2017-02-22,10,I,337,43
5,2017-02-22,10,O,550,41
5,2017-02-22,11,I,360,42
5,2017-02-22,11,O,513,49
5,2017-02-22,12,I,354,25
5,2017-02-22,12,O,492,42
5,2017-02-22,13,I,422,46
5,2017-02-22,13,O,415,36
5,2017-02-22,14,I,477,67
5,2017-02-22,14,O,496,57
5,2017-02-22,15,I,658,52
5,2017-02-22,15,O,518,75
5,2017-02-22,16,I,885,70
5,2017-02-22,16,O,491,57
5,2017-02-22,17,I,846,55
5,2017-02-22,17,O,514,66
5,2017-02-22,18,I,813,64
5,2017-02-22,18,O,389,42
5,2017-02-22,19,I,597,53
5,2017-02-22,19,O,254,46
5,2017-02-22,20,I,437,37
5,2017-02-22,20,O,214,27
5,2017-02-22,21,I,349,26
5,2017-02-22,21,O,162,32
5,2017-02-22,22,I,7,0
5,2017-02-22,22,O,80,17
5,2017-02-22,23,I,0,0
5,2017-02-22,23,O,54,10
5,2017-02-21,0,I,61,17
5,2017-02-21,0,O,34,7
5,2017-02-21,1,I,38,0
5,2017-02-21,1,O,13,4
5,2017-02-21,2,I,15,6
5,2017-02-21,2,O,14,4
5,2017-02-21,3,I,26,5
5,2017-02-21,3,O,15,4
5,2017-02-21,4,I,21,2
5,2017-02-21,4,O,71,3
5,2017-02-21,5,I,89,23
5,2017-02-21,5,O,288,20
5,2017-02-21,6,I,261,31
5,2017-02-21,6,O,690,35
5,2017-02-21,7,I,305,44
5,2017-02-21,7,O,896,58
5,2017-02-21,8,I,358,55
5,2017-02-21,8,O,900,63
5,2017-02-21,9,I,340,44
5,2017-02-21,9,O,699,37
5,2017-02-21,10,I,327,41
5,2017-02-21,10,O,549,31
5,2017-02-21,11,I,348,26
5,2017-02-21,11,O,489,53
5,2017-02-21,12,I,328,27
5,2017-02-21,12,O,443,50
5,2017-02-21,13,I,429,42
5,2017-02-21,13,O,464,47
5,2017-02-21,14,I,496,58
5,2017-02-21,14,O,480,62
5,2017-02-21,15,I,686,75
5,2017-02-21,15,O,504,64
5,2017-02-21,16,I,766,60
5,2017-02-21,16,O,498,69
5,2017-02-21,17,I,858,68
5,2017-02-21,17,O,425,71
5,2017-02-21,18,I,843,54
5,2017-02-21,18,O,395,66
5,2017-02-21,19,I,568,48
5,2017-02-21,19,O,245,36
5,2017-02-21,20,I,408,34
5,2017-02-21,20,O,164,29
5,2017-02-21,21,I,353,32
5,2017-02-21,21,O,162,23
5,2017-02-21,22,I,113,14
5,2017-02-21,22,O,89,21
5,2017-02-21,23,I,60,12
5,2017-02-21,23,O,61,15
